Team,Side,Formation,Package,Play
Chicago Bears,Defense,Bear,Bear,Bear Deep Zone 3
Chicago Bears,Defense,Bear,Bear,Bear Weak Fire 0
Chicago Bears,Defense,Bear,Bear,Bear 2 Soft
Chicago Bears,Defense,Bear,Bear,Bear Double Sting 0
Chicago Bears,Defense,Bear,Bear,Bear Weak Crash 1
Chicago Bears,Defense,Bear,Bear,Bear Cover 4
Chicago Bears,Defense,Bear,Bear,Bear Double Indian 0
Chicago Bears,Defense,Bear,Bear,Bear Inside Fire 0
Chicago Bears,Defense,Bear,Bear,Bear All Blitz 3
Chicago Bears,Defense,Bear,Bear,Bear Blaze Twist 0
Chicago Bears,Defense,Goalline,Goalline,GL Razor Left
Chicago Bears,Defense,Goalline,Goalline,GL Slam
Chicago Bears,Defense,Goalline,Goalline,GL Razor Right
Chicago Bears,Defense,Goalline,Goalline,GL Mix
Chicago Bears,Defense,Goalline,Goalline,GL Twist
Chicago Bears,Defense,Goalline,Goalline,GL Loop
Chicago Bears,Defense,Goalline,Goalline,Submarine
Chicago Bears,Defense,Goalline,Goalline,Ned
Chicago Bears,Defense,Goalline,Goalline,GL Weak Zone
Chicago Bears,Defense,Goalline,Goalline,GL Middle Blast 0
Chicago Bears,Defense,Goalline,Goalline,GL Strong Zone
Chicago Bears,Defense,Goalline,Goalline,GL Weak Blast 0
Chicago Bears,Defense,Goalline,Goalline,GL All Blitz 0
Chicago Bears,Defense,Goalline,Goalline,GL Wide Blitz 0
Chicago Bears,Defense,Goalline,Goalline,GL Weak Crash 0
Chicago Bears,Defense,Goalline,Goalline,GL Cloud
Chicago Bears,Defense,Goalline,Goalline,GL Double Fill 0
New Orleans Saints,Defense,4-3,4-3,Gap Left
New Orleans Saints,Defense,4-3,4-3,Base
New Orleans Saints,Defense,4-3,4-3,Gap Right
New Orleans Saints,Defense,4-3,4-3,Twist Left
New Orleans Saints,Defense,4-3,4-3,Double Twist
New Orleans Saints,Defense,4-3,4-3,Twist Right
New Orleans Saints,Defense,4-3,4-3,Fan
New Orleans Saints,Defense,4-3,4-3,Pinch
New Orleans Saints,Defense,4-3,4-3,Weak Crash 1
New Orleans Saints,Defense,4-3,4-3,2 Hard
New Orleans Saints,Defense,4-3,4-3,Strong Indian 1
New Orleans Saints,Defense,4-3,4-3,Spear 1
New Orleans Saints,Defense,4-3,4-3,2 Soft
New Orleans Saints,Defense,4-3,4-3,Strong Blast 1
New Orleans Saints,Defense,4-3,4-3,Weak Blast 2H
New Orleans Saints,Defense,4-3,4-3,2 Man
New Orleans Saints,Defense,4-3,4-3,Strong Blast 3
New Orleans Saints,Defense,4-3,4-3,All Blitz 0
New Orleans Saints,Defense,4-3,4-3,3 Weak
New Orleans Saints,Defense,4-3,4-3,Force Fire 0
New Orleans Saints,Defense,4-3,4-3,4 Cloud
New Orleans Saints,Defense,4-3,4-3,Key Zone
New Orleans Saints,Defense,4-3,4-3,4 Sky
New Orleans Saints,Defense,4-3,4-3,Strong Fire 0
New Orleans Saints,Defense,4-3,4-3,Spear 3
New Orleans Saints,Defense,4-3,4-3,Tight Fire 0
New Orleans Saints,Defense,Nickel,Nickel,Gap Left
New Orleans Saints,Defense,Nickel,Nickel,Base
New Orleans Saints,Defense,Nickel,Nickel,Gap Right
New Orleans Saints,Defense,Nickel,Nickel,Twist Left
New Orleans Saints,Defense,Nickel,Nickel,Double Twist
New Orleans Saints,Defense,Nickel,Nickel,Twist Right
New Orleans Saints,Defense,Nickel,Nickel,Fan
New Orleans Saints,Defense,Nickel,Nickel,Pinch
New Orleans Saints,Defense,Nickel,Nickel,Weak Blast 1
New Orleans Saints,Defense,Nickel,Nickel,2 Hard
New Orleans Saints,Defense,Nickel,Nickel,Strong Indian 1
New Orleans Saints,Defense,Nickel,Nickel,Weak Blast 4
New Orleans Saints,Defense,Nickel,Nickel,2 Man
New Orleans Saints,Defense,Nickel,Nickel,Sting 2 Hard
New Orleans Saints,Defense,Nickel,Nickel,Weak Crash 1
New Orleans Saints,Defense,Nickel,Nickel,3 Robber
New Orleans Saints,Defense,Nickel,Nickel,Sting Blitz 1
New Orleans Saints,Defense,Nickel,Nickel,All Blitz 0
New Orleans Saints,Defense,Nickel,Nickel,3 Weak
New Orleans Saints,Defense,Nickel,Nickel,Rocket Blitz 0
New Orleans Saints,Defense,Nickel,Nickel,Blaze Twist 0
New Orleans Saints,Defense,Nickel,Nickel,4 Sky
New Orleans Saints,Defense,Nickel,Nickel,Double Indian 0
New Orleans Saints,Defense,Nickel,Nickel,1 Dog the Dig
New Orleans Saints,Defense,Nickel,Nickel,Combo Inside Zone
New Orleans Saints,Defense,Nickel,Nickel,Spear 1
New Orleans Saints,Defense,Dime,Dime,Gap Left
New Orleans Saints,Defense,Dime,Dime,Base
New Orleans Saints,Defense,Dime,Dime,Gap Right
New Orleans Saints,Defense,Dime,Dime,Twist Left
New Orleans Saints,Defense,Dime,Dime,Double Twist
New Orleans Saints,Defense,Dime,Dime,Twist Right
New Orleans Saints,Defense,Dime,Dime,Fan
New Orleans Saints,Defense,Dime,Dime,Pinch
New Orleans Saints,Defense,Dime,Dime,Weak Sting 1
New Orleans Saints,Defense,Dime,Dime,2 Hard
New Orleans Saints,Defense,Dime,Dime,Spear 1
New Orleans Saints,Defense,Dime,Dime,Weak Fire 0
New Orleans Saints,Defense,Dime,Dime,2 Soft
New Orleans Saints,Defense,Dime,Dime,Double Indian 0
New Orleans Saints,Defense,Dime,Dime,Sting 2 Hard
New Orleans Saints,Defense,Dime,Dime,2 Man
New Orleans Saints,Defense,Dime,Dime,3 Robber
New Orleans Saints,Defense,Dime,Dime,All Blitz 0
New Orleans Saints,Defense,Dime,Dime,4 Cloud
New Orleans Saints,Defense,Dime,Dime,Greyhound 0
New Orleans Saints,Defense,Dime,Dime,Weak Crash 1
New Orleans Saints,Defense,Dime,Dime,Cover 12
New Orleans Saints,Defense,Dime,Dime,Strong Blast 1
New Orleans Saints,Defense,Dime,Dime,Combo Inside Zone
New Orleans Saints,Defense,Dime,Dime,Blast Zone Blitz
New Orleans Saints,Defense,Dime,Dime,Strong Indian 1
New Orleans Saints,Defense,Bear,Bear,Gap Left
New Orleans Saints,Defense,Bear,Bear,Base
New Orleans Saints,Defense,Bear,Bear,Gap Right
New Orleans Saints,Defense,Bear,Bear,Twist Left
New Orleans Saints,Defense,Bear,Bear,Double Twist
New Orleans Saints,Defense,Bear,Bear,Twist Right
New Orleans Saints,Defense,Bear,Bear,Fan
New Orleans Saints,Defense,Bear,Bear,Pinch
New Orleans Saints,Defense,Bear,Bear,Bear 1 Hard
New Orleans Saints,Defense,Bear,Bear,Bear Full Zone
New Orleans Saints,Defense,Bear,Bear,Bear 1 Soft
New Orleans Saints,Defense,Bear,Bear,Bear Double Crash 1
New Orleans Saints,Defense,Bear,Bear,Bear Inside Fire 1
New Orleans Saints,Defense,Bear,Bear,Bear Strong Fire 1
New Orleans Saints,Defense,Bear,Bear,Bear Inside Blast 3
New Orleans Saints,Defense,Bear,Bear,Bear Man 1
New Orleans Saints,Defense,Bear,Bear,Bear Deep Zone 3
New Orleans Saints,Defense,Bear,Bear,Bear Force Fire 3
New Orleans Saints,Defense,Bear,Bear,Bear Man 2
New Orleans Saints,Defense,Bear,Bear,Bear Indian 3
New Orleans Saints,Defense,Bear,Bear,Bear Inside Fire 0
New Orleans Saints,Defense,Bear,Bear,Bear 2 Soft
New Orleans Saints,Defense,Bear,Bear,Bear Blaze Twist 0
New Orleans Saints,Defense,Bear,Bear,Bear Weak Fire 0
New Orleans Saints,Defense,Bear,Bear,Bear Cover 4
New Orleans Saints,Defense,Bear,Bear,Bear Double Sting 0
New Orleans Saints,Defense,Bear,Bear,Bear Weak Crash 1
New Orleans Saints,Defense,Bear,Bear,Bear All Blitz 3
New Orleans Saints,Defense,Bear,Bear,Bear Double Indian 0
New Orleans Saints,Defense,Goalline,Goalline,GL Razor Left
New Orleans Saints,Defense,Goalline,Goalline,GL Pinch
New Orleans Saints,Defense,Goalline,Goalline,GL Razor Right
New Orleans Saints,Defense,Goalline,Goalline,GL Twist Left
New Orleans Saints,Defense,Goalline,Goalline,GL Fan
New Orleans Saints,Defense,Goalline,Goalline,GL Twist Right
New Orleans Saints,Defense,Goalline,Goalline,GL Weak Flow
New Orleans Saints,Defense,Goalline,Goalline,GL Saints Blitz 0
New Orleans Saints,Defense,Goalline,Goalline,GL Strong Zone
New Orleans Saints,Defense,Goalline,Goalline,GL Weak Crash 0
New Orleans Saints,Defense,Goalline,Goalline,GL Cloud
New Orleans Saints,Defense,Goalline,Goalline,GL Strong Indian 0
New Orleans Saints,Defense,Goalline,Goalline,GL Weak Indian 0
New Orleans Saints,Defense,Goalline,Goalline,GL Middle Blast 0
New Orleans Saints,Defense,Goalline,Goalline,GL All Blitz 0
New Orleans Saints,Defense,Goalline,Goalline,GL Double Fill 0
New Orleans Saints,Defense,Goalline,Goalline,GL Wide Blitz 0
Minnesota Vikings,Defense,4-3,4-3,Gap Left
Minnesota Vikings,Defense,4-3,4-3,Base
Minnesota Vikings,Defense,4-3,4-3,Gap Right
Minnesota Vikings,Defense,4-3,4-3,Twist Left
Minnesota Vikings,Defense,4-3,4-3,Double Twist
Minnesota Vikings,Defense,4-3,4-3,Twist Right
Minnesota Vikings,Defense,4-3,4-3,Fan
Minnesota Vikings,Defense,4-3,4-3,Pinch
Minnesota Vikings,Defense,4-3,4-3,Weak Fire 0
Minnesota Vikings,Defense,4-3,4-3,2 Soft
Minnesota Vikings,Defense,4-3,4-3,Open Fire 0
Minnesota Vikings,Defense,4-3,4-3,Weak Indian 1
Minnesota Vikings,Defense,4-3,4-3,2 Hard
Minnesota Vikings,Defense,4-3,4-3,Strong Blast 1
Minnesota Vikings,Defense,4-3,4-3,3 Weak
Minnesota Vikings,Defense,4-3,4-3,2 Man
Minnesota Vikings,Defense,4-3,4-3,Spear 3
Minnesota Vikings,Defense,4-3,4-3,4 Sky
Minnesota Vikings,Defense,4-3,4-3,Cover 3
Minnesota Vikings,Defense,4-3,4-3,4 Cloud
Minnesota Vikings,Defense,4-3,4-3,Weak Crash 1
Minnesota Vikings,Defense,4-3,4-3,Key Zone
Minnesota Vikings,Defense,4-3,4-3,Force Fire 0
Minnesota Vikings,Defense,4-3,4-3,Sting Fire 0
Minnesota Vikings,Defense,4-3,4-3,All Blitz 0
Minnesota Vikings,Defense,4-3,4-3,Spear 1
Minnesota Vikings,Defense,Nickel,Nickel,Gap Left
Minnesota Vikings,Defense,Nickel,Nickel,Base
Minnesota Vikings,Defense,Nickel,Nickel,Gap Right
Minnesota Vikings,Defense,Nickel,Nickel,Twist Left
Minnesota Vikings,Defense,Nickel,Nickel,Double Twist
Minnesota Vikings,Defense,Nickel,Nickel,Twist Right
Minnesota Vikings,Defense,Nickel,Nickel,Fan
Minnesota Vikings,Defense,Nickel,Nickel,Pinch
Minnesota Vikings,Defense,Nickel,Nickel,Weak Blast 1
Minnesota Vikings,Defense,Nickel,Nickel,2 Hard
Minnesota Vikings,Defense,Nickel,Nickel,Strong Indian 1
Minnesota Vikings,Defense,Nickel,Nickel,Weak Crash 1
Minnesota Vikings,Defense,Nickel,Nickel,2 Soft
Minnesota Vikings,Defense,Nickel,Nickel,Sting Blitz 1
Minnesota Vikings,Defense,Nickel,Nickel,3 Weak
Minnesota Vikings,Defense,Nickel,Nickel,2 Man
Minnesota Vikings,Defense,Nickel,Nickel,3 Buzz
Minnesota Vikings,Defense,Nickel,Nickel,Open Fire 0
Minnesota Vikings,Defense,Nickel,Nickel,Key Zone
Minnesota Vikings,Defense,Nickel,Nickel,Blaze Twist 0
Minnesota Vikings,Defense,Nickel,Nickel,4 Cloud
Minnesota Vikings,Defense,Nickel,Nickel,All Blitz 0
Minnesota Vikings,Defense,Nickel,Nickel,Cover 12
Minnesota Vikings,Defense,Dime,Dime,Gap Left
Minnesota Vikings,Defense,Dime,Dime,Base
Minnesota Vikings,Defense,Dime,Dime,Gap Right
Minnesota Vikings,Defense,Dime,Dime,Twist Left
Minnesota Vikings,Defense,Dime,Dime,Double Twist
Minnesota Vikings,Defense,Dime,Dime,Twist Right
Minnesota Vikings,Defense,Dime,Dime,Fan
Minnesota Vikings,Defense,Dime,Dime,Pinch
Minnesota Vikings,Defense,Dime,Dime,Weak Crash 1
Minnesota Vikings,Defense,Dime,Dime,2 Hard
Minnesota Vikings,Defense,Dime,Dime,Strong Indian 1
Minnesota Vikings,Defense,Dime,Dime,Weak Sting 2 Hard
Minnesota Vikings,Defense,Dime,Dime,2 Man
Minnesota Vikings,Defense,Dime,Dime,3 Buzz
Minnesota Vikings,Defense,Dime,Dime,Weak Sting 1
Minnesota Vikings,Defense,Dime,Dime,4 Cloud
Minnesota Vikings,Defense,Dime,Dime,Middle Blast 1
Minnesota Vikings,Defense,Dime,Dime,Sting Fire 0
Minnesota Vikings,Defense,Dime,Dime,Cover 12
Minnesota Vikings,Defense,Dime,Dime,Open Fire 0
Minnesota Vikings,Defense,Dime,Dime,All Blitz 0
Minnesota Vikings,Defense,Dime,Dime,Middle Blast 3 Robber
Minnesota Vikings,Defense,Dime,Dime,Greyhound 0
Minnesota Vikings,Defense,Dime,Dime,Key Zone
Minnesota Vikings,Defense,Goalline,Goalline,GL Razor Left
Minnesota Vikings,Defense,Goalline,Goalline,GL Pinch
Minnesota Vikings,Defense,Goalline,Goalline,GL Razor Right
Minnesota Vikings,Defense,Goalline,Goalline,GL Twist Left
Minnesota Vikings,Defense,Goalline,Goalline,GL Fan
Minnesota Vikings,Defense,Goalline,Goalline,GL Twist Right
Minnesota Vikings,Defense,Goalline,Goalline,GL Weak Indian 0
Minnesota Vikings,Defense,Goalline,Goalline,GL Viking Blitz 0
Minnesota Vikings,Defense,Goalline,Goalline,GL All Blitz 0
Minnesota Vikings,Defense,Goalline,Goalline,GL Weak Crash 0
Minnesota Vikings,Defense,Goalline,Goalline,GL Middle Blast 0
Minnesota Vikings,Defense,Goalline,Goalline,GL Strong Zone
Minnesota Vikings,Defense,Goalline,Goalline,GL Strong Indian 0
Minnesota Vikings,Defense,Goalline,Goalline,GL Cloud
Minnesota Vikings,Defense,Goalline,Goalline,GL Double Fill 0
Minnesota Vikings,Defense,Goalline,Goalline,GL Weak Fire 0
Minnesota Vikings,Defense,Goalline,Goalline,GL Wide Blitz 0
Minnesota Vikings,Defense,Goalline,Goalline,GL Strong Blaze 0
Minnesota Vikings,Defense,3-4,3-4,Razor Left Odd
Minnesota Vikings,Defense,3-4,3-4,Base Odd
Minnesota Vikings,Defense,3-4,3-4,Razor Right Odd
Minnesota Vikings,Defense,3-4,3-4,Fan Odd
Minnesota Vikings,Defense,3-4,3-4,Pinch Odd
Minnesota Vikings,Defense,3-4,3-4,Contain Odd
Minnesota Vikings,Defense,3-4,3-4,Cover 2 Soft
Minnesota Vikings,Defense,3-4,3-4,Man Cover 2
Minnesota Vikings,Defense,3-4,3-4,Cover 2 Hard
Minnesota Vikings,Defense,3-4,3-4,Weak Fire 1 Odd
Minnesota Vikings,Defense,3-4,3-4,Cover 4
Minnesota Vikings,Defense,3-4,3-4,Force Fire 1 Odd
Minnesota Vikings,Defense,3-4,3-4,Cover 12 Odd
Minnesota Vikings,Defense,3-4,3-4,Double Hard 1 Odd
Minnesota Vikings,Defense,3-4,3-4,Strong Fire Zone Blitz
Minnesota Vikings,Defense,Bear,Bear,Gap Left
Minnesota Vikings,Defense,Bear,Bear,Base
Minnesota Vikings,Defense,Bear,Bear,Gap Right
Minnesota Vikings,Defense,Bear,Bear,Twist Left
Minnesota Vikings,Defense,Bear,Bear,Double Twist
Minnesota Vikings,Defense,Bear,Bear,Twist Right
Minnesota Vikings,Defense,Bear,Bear,Fan
Minnesota Vikings,Defense,Bear,Bear,Pinch
Minnesota Vikings,Defense,Bear,Bear,Bear 1 Hard
Minnesota Vikings,Defense,Bear,Bear,Bear Full Zone
Minnesota Vikings,Defense,Bear,Bear,Bear 1 Soft
Minnesota Vikings,Defense,Bear,Bear,Bear Double Crash 1
Minnesota Vikings,Defense,Bear,Bear,Bear Inside Fire 1
Minnesota Vikings,Defense,Bear,Bear,Bear Strong Fire 1
Minnesota Vikings,Defense,Bear,Bear,Bear 2 Soft
Minnesota Vikings,Defense,Bear,Bear,Bear All Blitz 3
Minnesota Vikings,Defense,Bear,Bear,Bear Cover 4
Minnesota Vikings,Defense,Bear,Bear,Bear Deep Zone 3
Minnesota Vikings,Defense,Bear,Bear,Bear Double Indian 0
Minnesota Vikings,Defense,Bear,Bear,Bear Double Sting 0
Minnesota Vikings,Defense,Bear,Bear,Bear Force Fire 3
Minnesota Vikings,Defense,Bear,Bear,Bear Inside Fire 0
Minnesota Vikings,Defense,Bear,Bear,Bear Man 1
Minnesota Vikings,Defense,Bear,Bear,Bear Man 2
Minnesota Vikings,Defense,Bear,Bear,Bear Weak Crash 1
Minnesota Vikings,Defense,Bear,Bear,Bear Weak Fire 0
St. Louis Rams,Defense,4-3,4-3,Gap Left
St. Louis Rams,Defense,4-3,4-3,Base
St. Louis Rams,Defense,4-3,4-3,Gap Right
St. Louis Rams,Defense,4-3,4-3,Twist Left
St. Louis Rams,Defense,4-3,4-3,Fan
St. Louis Rams,Defense,4-3,4-3,Twist Right
St. Louis Rams,Defense,4-3,4-3,Double Twist
St. Louis Rams,Defense,4-3,4-3,Pinch
St. Louis Rams,Defense,4-3,4-3,All Blitz 0
St. Louis Rams,Defense,4-3,4-3,2 Soft
St. Louis Rams,Defense,4-3,4-3,Weak Fire 0
St. Louis Rams,Defense,4-3,4-3,4 Cloud
St. Louis Rams,Defense,4-3,4-3,2 Hard
St. Louis Rams,Defense,4-3,4-3,Middle Blast 1
St. Louis Rams,Defense,4-3,4-3,Combo Inside Zone
St. Louis Rams,Defense,4-3,4-3,2 Man
St. Louis Rams,Defense,4-3,4-3,Weak Blast 1
St. Louis Rams,Defense,4-3,4-3,Open Fire 0
St. Louis Rams,Defense,4-3,4-3,Key Zone
St. Louis Rams,Defense,4-3,4-3,Sting 2 Hard
St. Louis Rams,Defense,4-3,4-3,Force Fire 0
St. Louis Rams,Defense,4-3,4-3,Cover 3
St. Louis Rams,Defense,4-3,4-3,Indian 0
St. Louis Rams,Defense,4-3,4-3,Strong Blast 1
St. Louis Rams,Defense,4-3,4-3,3 Weak
St. Louis Rams,Defense,4-3,4-3,Spear 1
St. Louis Rams,Defense,4-3,4-3,Weak Blast 3
St. Louis Rams,Defense,4-3,4-3,3 Buzz
St. Louis Rams,Defense,4-3,4-3,Strong Sting 1
St. Louis Rams,Defense,4-3,4-3,Weak Crash 1
St. Louis Rams,Defense,4-3,4-3,Spear 3
St. Louis Rams,Defense,4-3,4-3,Strong Indian 1
St. Louis Rams,Defense,Nickel,Nickel,Gap Left
St. Louis Rams,Defense,Nickel,Nickel,Base
St. Louis Rams,Defense,Nickel,Nickel,Gap Right
St. Louis Rams,Defense,Nickel,Nickel,Twist Left
St. Louis Rams,Defense,Nickel,Nickel,Fan
St. Louis Rams,Defense,Nickel,Nickel,Twist Right
St. Louis Rams,Defense,Nickel,Nickel,Double Twist
St. Louis Rams,Defense,Nickel,Nickel,Pinch
St. Louis Rams,Defense,Nickel,Nickel,All Blitz 0
St. Louis Rams,Defense,Nickel,Nickel,Cover 3
St. Louis Rams,Defense,Nickel,Nickel,Sting Blitz 1
St. Louis Rams,Defense,Nickel,Nickel,Weak Blast 3
St. Louis Rams,Defense,Nickel,Nickel,Cover 12
St. Louis Rams,Defense,Nickel,Nickel,Strong Indian 1
St. Louis Rams,Defense,Nickel,Nickel,Weak Blast 1
St. Louis Rams,Defense,Nickel,Nickel,2 Soft
St. Louis Rams,Defense,Nickel,Nickel,Strong Stab 1
St. Louis Rams,Defense,Nickel,Nickel,Weak Crash 1
St. Louis Rams,Defense,Nickel,Nickel,2 Hard
St. Louis Rams,Defense,Nickel,Nickel,Blaze 0
St. Louis Rams,Defense,Nickel,Nickel,Open Fire 0
St. Louis Rams,Defense,Nickel,Nickel,2 Man
St. Louis Rams,Defense,Nickel,Nickel,Rocket Blitz 0
St. Louis Rams,Defense,Nickel,Nickel,4 Cloud
St. Louis Rams,Defense,Nickel,Nickel,3 Weak
St. Louis Rams,Defense,Nickel,Nickel,Key Zone
St. Louis Rams,Defense,Nickel,Nickel,3 Buzz
St. Louis Rams,Defense,Nickel,Nickel,Combo Inside Zone
St. Louis Rams,Defense,Nickel,Nickel,Sting 2 Hard
St. Louis Rams,Defense,Dime,Dime,Twist Left
St. Louis Rams,Defense,Dime,Dime,Base
St. Louis Rams,Defense,Dime,Dime,Twist Right
St. Louis Rams,Defense,Dime,Dime,Gap Left
St. Louis Rams,Defense,Dime,Dime,Fan
St. Louis Rams,Defense,Dime,Dime,Gap Right
St. Louis Rams,Defense,Dime,Dime,Double Twist
St. Louis Rams,Defense,Dime,Dime,Pinch
St. Louis Rams,Defense,Dime,Dime,Weak Sting 1
St. Louis Rams,Defense,Dime,Dime,2 Hard
St. Louis Rams,Defense,Dime,Dime,Strong Stab 1
St. Louis Rams,Defense,Dime,Dime,Open Fire 0
St. Louis Rams,Defense,Dime,Dime,2 Soft
St. Louis Rams,Defense,Dime,Dime,Tight Fire 0
St. Louis Rams,Defense,Dime,Dime,Greyhound 0
St. Louis Rams,Defense,Dime,Dime,2 Man
St. Louis Rams,Defense,Dime,Dime,Strong Indian 1
St. Louis Rams,Defense,Dime,Dime,3 Buzz
St. Louis Rams,Defense,Dime,Dime,Cover 12
St. Louis Rams,Defense,Dime,Dime,4 Cloud
St. Louis Rams,Defense,Dime,Dime,Weak Zone Blitz
St. Louis Rams,Defense,Dime,Dime,Combo Inside Zone
St. Louis Rams,Defense,Dime,Dime,Strong Zone Blitz
St. Louis Rams,Defense,Bear,Bear,Gap Left
St. Louis Rams,Defense,Bear,Bear,Base
St. Louis Rams,Defense,Bear,Bear,Gap Right
St. Louis Rams,Defense,Bear,Bear,Twist Left
St. Louis Rams,Defense,Bear,Bear,Double Twist
St. Louis Rams,Defense,Bear,Bear,Twist Right
St. Louis Rams,Defense,Bear,Bear,Fan
St. Louis Rams,Defense,Bear,Bear,Pinch
St. Louis Rams,Defense,Bear,Bear,Bear 1 Hard
St. Louis Rams,Defense,Bear,Bear,Bear Full Zone
St. Louis Rams,Defense,Bear,Bear,Bear 1 Soft
St. Louis Rams,Defense,Bear,Bear,Bear Double Crash 1
St. Louis Rams,Defense,Bear,Bear,Bear Inside Fire 1
St. Louis Rams,Defense,Bear,Bear,Bear Strong Fire 1
St. Louis Rams,Defense,Bear,Bear,Bear Weak Crash 1
St. Louis Rams,Defense,Bear,Bear,Bear Man 1
St. Louis Rams,Defense,Bear,Bear,Bear Force Fire 3
St. Louis Rams,Defense,Bear,Bear,Bear Weak Fire 0
St. Louis Rams,Defense,Bear,Bear,Bear Man 2
St. Louis Rams,Defense,Bear,Bear,Bear Indian 3
St. Louis Rams,Defense,Bear,Bear,Bear Cover 4
St. Louis Rams,Defense,Bear,Bear,Bear 2 Soft
St. Louis Rams,Defense,Bear,Bear,Bear All Blitz 3
St. Louis Rams,Defense,Bear,Bear,Bear Blaze Twist 0
St. Louis Rams,Defense,Bear,Bear,Bear Double Indian 0
St. Louis Rams,Defense,Bear,Bear,Bear Inside Blast 3
St. Louis Rams,Defense,Bear,Bear,Bear Double Sting 0
St. Louis Rams,Defense,Bear,Bear,Bear Inside Fire 0
St. Louis Rams,Defense,Goalline,Goalline,GL Razor Left
St. Louis Rams,Defense,Goalline,Goalline,GL Pinch
St. Louis Rams,Defense,Goalline,Goalline,GL Razor Right
St. Louis Rams,Defense,Goalline,Goalline,GL Twist Left
St. Louis Rams,Defense,Goalline,Goalline,GL Fan
St. Louis Rams,Defense,Goalline,Goalline,GL Twist Right
St. Louis Rams,Defense,Goalline,Goalline,GL Weak Zone
St. Louis Rams,Defense,Goalline,Goalline,GL All Blitz 0
St. Louis Rams,Defense,Goalline,Goalline,GL Strong Zone
St. Louis Rams,Defense,Goalline,Goalline,GL Weak Indian
St. Louis Rams,Defense,Goalline,Goalline,GL Indian Strong
St. Louis Rams,Defense,Goalline,Goalline,GL Wide Blitz 0
St. Louis Rams,Defense,Goalline,Goalline,GL Weak Crash
St. Louis Rams,Defense,Goalline,Goalline,GL Cloud
St. Louis Rams,Defense,Goalline,Goalline,GL Rams Blitz
St. Louis Rams,Defense,Goalline,Goalline,GL Weak Blast
St. Louis Rams,Defense,Goalline,Goalline,GL Double Fill 0
Houston Texans,Defense,3-4 (3-4),3-4,Razor Left
Houston Texans,Defense,3-4 (3-4),3-4,Base
Houston Texans,Defense,3-4 (3-4),3-4,Razor Right
Houston Texans,Defense,3-4 (3-4),3-4,Fan
Houston Texans,Defense,3-4 (3-4),3-4,Pinch
Houston Texans,Defense,3-4 (3-4),3-4,Contain
Houston Texans,Defense,3-4 (3-4),3-4,Weak Fire 1
Houston Texans,Defense,3-4 (3-4),3-4,2 Hard
Houston Texans,Defense,3-4 (3-4),3-4,Force Fire 1
Houston Texans,Defense,3-4 (3-4),3-4,Double Hard 1
Houston Texans,Defense,3-4 (3-4),3-4,2 Soft
Houston Texans,Defense,3-4 (3-4),3-4,All Blitz 1
Houston Texans,Defense,3-4 (3-4),3-4,Rocket 0
Houston Texans,Defense,3-4 (3-4),3-4,Key Zone 2
Houston Texans,Defense,3-4 (3-4),3-4,Double Indian 0
Houston Texans,Defense,3-4 (3-4),3-4,Weak Go 3
Houston Texans,Defense,3-4 (3-4),3-4,3 Robber
Houston Texans,Defense,3-4 (3-4),3-4,Weak Crash 3
Houston Texans,Defense,3-4 (3-4),3-4,Combo Inside Zone
Houston Texans,Defense,3-4 (3-4),3-4,4 Cloud
Houston Texans,Defense,3-4 (3-4),3-4,Combo Strong Zone
Houston Texans,Defense,3-4 (3-4),3-4,Blaze Zone Blitz
Houston Texans,Defense,3-4 (3-4),3-4,Middle Fire Zone Blitz
Houston Texans,Defense,3-4 (3-4),3-4,Strong Fire Zone Blitz
Houston Texans,Defense,Nickel (3-4),Nickel,Blaze Zone Blitz
Houston Texans,Defense,Nickel (3-4),Nickel,Razor Left
Houston Texans,Defense,Nickel (3-4),Nickel,Base
Houston Texans,Defense,Nickel (3-4),Nickel,Razor Right
Houston Texans,Defense,Nickel (3-4),Nickel,Fan
Houston Texans,Defense,Nickel (3-4),Nickel,Pinch
Houston Texans,Defense,Nickel (3-4),Nickel,Contain
Houston Texans,Defense,Nickel (3-4),Nickel,Rocket Weak 0
Houston Texans,Defense,Nickel (3-4),Nickel,2 Hard
Houston Texans,Defense,Nickel (3-4),Nickel,Double Hard 1
Houston Texans,Defense,Nickel (3-4),Nickel,Weak Go 3
Houston Texans,Defense,Nickel (3-4),Nickel,2 Man
Houston Texans,Defense,Nickel (3-4),Nickel,Spear Weak 3
Houston Texans,Defense,Nickel (3-4),Nickel,Spear Sting 1
Houston Texans,Defense,Nickel (3-4),Nickel,Cover 4
Houston Texans,Defense,Nickel (3-4),Nickel,Middle Blaze 1
Houston Texans,Defense,Nickel (3-4),Nickel,3 Strong
Houston Texans,Defense,Nickel (3-4),Nickel,Cover 8
Houston Texans,Defense,Nickel (3-4),Nickel,3 Dog T
Houston Texans,Defense,Nickel (3-4),Nickel,1 Hang
Houston Texans,Defense,Nickel (3-4),Nickel,Cover 12
Houston Texans,Defense,Nickel (3-4),Nickel,Strong Sting 1
Houston Texans,Defense,Nickel (3-4),Nickel,Force Fire 1
Houston Texans,Defense,Nickel (3-4),Nickel,All Blitz 1
Houston Texans,Defense,Nickel (3-4),Nickel,Blaze Twist 1
